county,state,fips,yearninteenthirtyeight
Maries County,Missouri,29125,0
Hickory County,Missouri,29085,0
Kiowa County,Oklahoma,40075,0
Perry County,Tennessee,47135,0
Bracken County,Kentucky,21023,0
Daviess County,Missouri,29061,0
Knox County,Nebraska,31107,0
Cedar County,Nebraska,31027,0
Butler County,Nebraska,31023,0
Kusilvak Census Area,Alaska,2158,0
Mercer County,North Dakota,38057,0
Webster County,West Virginia,54101,0
Tyler County,West Virginia,54095,0
Coffey County,Kansas,20031,0
Rosebud County,Monta0,30087,0
Keith County,Nebraska,31101,0
Nevada County,Arkansas,5099,0
Dawes County,Nebraska,31045,0
Atkinson County,Georgia,13003,0
Oscoda County,Michigan,26135,0
Houston County,Tennessee,47083,0
Baraga County,Michigan,26013,0
Hamilton County,Texas,48193,0
Prairie County,Arkansas,5117,0
Choctaw County,Mississippi,28019,0
Lake County,Oregon,41037,0
Franklin City,Virginia,51620,0
Harrison County,Missouri,29081,0
Murray County,Minnesota,27101,0
Lafayette County,Florida,12067,0
Clay County,Kansas,20027,0
San Miguel County,Colorado,8113,0
Allendale County,South Caroli0,45005,0
Schoolcraft County,Michigan,26153,0
Clay County,West Virginia,54015,0
Graham County,North Caroli0,37075,0
Lemhi County,Idaho,16059,0
Hamilton County,Illinois,17065,0
Traill County,North Dakota,38097,0
Twiggs County,Georgia,13289,0
Pocahontas County,West Virginia,54075,0
San Augustine County,Texas,48405,0
Power County,Idaho,16077,0
Thomas County,Kansas,20193,0
Searcy County,Arkansas,5129,0
Richardson County,Nebraska,31147,0
Doddridge County,West Virginia,54017,0
Kane County,Utah,49025,0
Boise County,Idaho,16015,0
Coleman County,Texas,48083,0
Taylor County,Georgia,13269,0
Anderson County,Kansas,20003,0
Humphreys County,Mississippi,28053,0
Ballard County,Kentucky,21007,0
Lincoln County,Georgia,13181,0
Washakie County,Wyoming,56043,0
Greene County,Alabama,1063,0
Liberty County,Florida,12077,0
Franklin County,Mississippi,28037,0
Decatur County,Iowa,19053,0
Northwest Arctic Borough,Alaska,2188,0
Major County,Oklahoma,40093,0
Merrick County,Nebraska,31121,0
McCulloch County,Texas,48307,0
Benton County,Mississippi,28009,0
Red River Parish,Louisia0,22081,0
Yoakum County,Texas,48501,0
Pleasants County,West Virginia,54073,0
Nicholas County,Kentucky,21181,0
Dade County,Missouri,29057,0
Clay County,Tennessee,47027,0
Winkler County,Texas,48495,0
Monroe County,Iowa,19135,0
Conejos County,Colorado,8021,0
Valley County,Monta0,30105,0
Wheeler County,Georgia,13309,0
Cleveland County,Arkansas,5025,0
Grant County,South Dakota,46051,0
Marion County,Georgia,13197,0
Doniphan County,Kansas,20043,0
Harney County,Oregon,41025,0
Adair County,Iowa,19001,0
Gilmer County,West Virginia,54021,0
Wallowa County,Oregon,41063,0
Rappahannock County,Virginia,51157,0
Worth County,Iowa,19195,0
Chariton County,Missouri,29041,0
Lake County,Colorado,8065,0
Hutchinson County,South Dakota,46067,0
Castro County,Texas,48069,0
Elliott County,Kentucky,21063,0
East Carroll Parish,Louisia0,22035,0
Kingman County,Kansas,20095,0
Pepin County,Wisconsin,55091,0
Lexington City,Virginia,51678,0
Lee County,Kentucky,21129,0
Grant County,Kansas,20067,0
Grand Isle County,Vermont,50013,0
Pierce County,Nebraska,31139,0
Ferry County,Washington,53019,0
Crook County,Wyoming,56011,0
Newton County,Arkansas,5101,0
Grant County,Oregon,41023,0
Jefferson County,Mississippi,28063,0
Van Buren County,Iowa,19177,0
Jefferson County,Nebraska,31095,0
Dallam County,Texas,48111,0
Shannon County,Missouri,29203,0
Beaver County,Utah,49001,0
Goliad County,Texas,48175,0
Fall River County,South Dakota,46047,0
Pocahontas County,Iowa,19151,0
Brooks County,Texas,48047,0
Caribou County,Idaho,16029,0
Union County,India0,18161,0
Kit Carson County,Colorado,8063,0
Blaine County,Monta0,30005,0
Nemaha County,Nebraska,31127,0
Bon Homme County,South Dakota,46009,0
Tillman County,Oklahoma,40141,0
Chugach Census Area,Alaska,2063,0
Powell County,Monta0,30077,0
Swisher County,Texas,48437,0
Broadwater County,Monta0,30007,0
Ida County,Iowa,19093,0
La Salle County,Texas,48283,0
Forest County,Pennsylvania,42053,0
Wabaunsee County,Kansas,20197,0
Bailey County,Texas,48017,0
Lake County,Tennessee,47095,0
Huerfano County,Colorado,8055,0
Southeast Fairbanks Census Area,Alaska,2240,0
Schuyler County,Illinois,17169,0
Weston County,Wyoming,56045,0
Pembi0 County,North Dakota,38067,0
Monroe County,Arkansas,5095,0
Childress County,Texas,48075,0
Charles City County,Virginia,51036,0
Tucker County,West Virginia,54093,0
Lac qui Parle County,Minnesota,27073,0
Hancock County,Tennessee,47067,0
Refugio County,Texas,48391,0
Burt County,Nebraska,31021,0
Thurston County,Nebraska,31173,0
Clinch County,Georgia,13065,0
Russell County,Kansas,20167,0
Clark County,Missouri,29045,0
Galax City,Virginia,51640,0
King and Queen County,Virginia,51097,0
Kearney County,Nebraska,31099,0
Bue0 Vista City,Virginia,51530,0
Fremont County,Iowa,19071,0
Pershing County,Nevada,32027,0
Wolfe County,Kentucky,21237,0
Moore County,Tennessee,47127,0
Surry County,Virginia,51181,0
Rio Blanco County,Colorado,8103,0
Wayne County,Iowa,19185,0
Fulton County,Kentucky,21075,0
Howard County,Nebraska,31093,0
Dallas County,Arkansas,5039,0
Norman County,Minnesota,27107,0
Wilkin County,Minnesota,27167,0
Saguache County,Colorado,8109,0
Bear Lake County,Idaho,16007,0
Treutlen County,Georgia,13283,0
Bottineau County,North Dakota,38009,0
Ellsworth County,Kansas,20053,0
Henderson County,Illinois,17071,0
Randolph County,Georgia,13243,0
Spink County,South Dakota,46115,0
Moody County,South Dakota,46101,0
Brown County,Illinois,17009,0
Antelope County,Nebraska,31003,0
Pawnee County,Kansas,20145,0
Calhoun County,West Virginia,54013,0
Lafayette County,Arkansas,5073,0
Woodruff County,Arkansas,5147,0
Bland County,Virginia,51021,0
Teton County,Monta0,30099,0
Gentry County,Missouri,29075,0
Hamlin County,South Dakota,46057,0
Edwards County,Illinois,17047,0
Van Buren County,Tennessee,47175,0
Menifee County,Kentucky,21165,0
Presidio County,Texas,48377,0
Pendleton County,West Virginia,54071,0
Osceola County,Iowa,19143,0
Iron County,Wisconsin,55051,0
Quitman County,Mississippi,28119,0
Reynolds County,Missouri,29179,0
Grant County,Minnesota,27051,0
Clay County,Nebraska,31035,0
Shelby County,Missouri,29205,0
Greenwood County,Kansas,20073,0
Pondera County,Monta0,30073,0
Sullivan County,Missouri,29211,0
Essex County,Vermont,50009,0
Ohio County,India0,18115,0
Cumberland County,Kentucky,21057,0
Benson County,North Dakota,38005,0
Sherman County,Kansas,20181,0
Miller County,Georgia,13201,0
Taylor County,Iowa,19173,0
Chouteau County,Monta0,30015,0
Sullivan County,Pennsylvania,42113,0
Onto0gon County,Michigan,26131,0
Gilpin County,Colorado,8047,0
Mitchell County,Kansas,20123,0
Stanton County,Nebraska,31167,0
Carson County,Texas,48065,0
Prince of Wales-Hyder Census Area,Alaska,2198,0
Talbot County,Georgia,13263,0
Crowley County,Colorado,8025,0
San Saba County,Texas,48411,0
Ottawa County,Kansas,20143,0
Garza County,Texas,48169,0
Lander County,Nevada,32015,0
Covington City,Virginia,51580,0
Gray County,Kansas,20069,0
McCook County,South Dakota,46087,0
Alfalfa County,Oklahoma,40003,0
Emporia City,Virginia,51595,0
Ransom County,North Dakota,38073,0
Audubon County,Iowa,19009,0
Lincoln County,Minnesota,27081,0
Put0m County,Illinois,17155,0
Lynn County,Texas,48305,0
Cook County,Minnesota,27031,0
Tripp County,South Dakota,46123,0
Calhoun County,Georgia,13037,0
Lincoln County,Colorado,8073,0
Dixon County,Nebraska,31051,0
Bent County,Colorado,8011,0
Fillmore County,Nebraska,31059,0
Cotton County,Oklahoma,40033,0
Greer County,Oklahoma,40055,0
Washington County,Kansas,20201,0
Day County,South Dakota,46037,0
Cherry County,Nebraska,31031,0
Harper County,Kansas,20077,0
Cameron Parish,Louisia0,22023,0
Luce County,Michigan,26095,0
Norton County,Kansas,20137,0
Jefferson County,Oklahoma,40067,0
Haskell County,Texas,48207,0
Boone County,Nebraska,31011,0
Stark County,Illinois,17175,0
Mahnomen County,Minnesota,27087,0
Floyd County,Texas,48153,0
Morris County,Kansas,20127,0
Hartley County,Texas,48205,0
Yukon-Koyukuk Census Area,Alaska,2290,0
McHenry County,North Dakota,38049,0
Walworth County,South Dakota,46129,0
Carter County,Missouri,29035,0
Johnson County,Nebraska,31097,0
Coal County,Oklahoma,40029,0
Delta County,Texas,48119,0
Dewey County,South Dakota,46041,0
Stevens County,Kansas,20189,0
Hansford County,Texas,48195,0
Atchison County,Missouri,29005,0
Alexander County,Illinois,17003,0
Brule County,South Dakota,46015,0
Martin County,Texas,48317,0
Aleutians West Census Area,Alaska,2016,0
Lincoln County,Idaho,16063,0
Wirt County,West Virginia,54105,0
Warren County,Georgia,13301,0
Polk County,Nebraska,31143,0
Pulaski County,Illinois,17153,0
Kingsbury County,South Dakota,46077,0
Big Stone County,Minnesota,27011,0
Crosby County,Texas,48107,0
Scott County,Kansas,20171,0
Garfield County,Utah,49017,0
Stewart County,Georgia,13259,0
Sheridan County,Nebraska,31161,0
Hamilton County,New York,36041,0
Beaver County,Oklahoma,40007,0
Pickett County,Tennessee,47137,0
Toole County,Monta0,30101,0
Thayer County,Nebraska,31169,0
Dickey County,North Dakota,38021,0
Wheeler County,Texas,48483,0
Gallatin County,Illinois,17059,0
Phillips County,Kansas,20147,0
Ouray County,Colorado,8091,0
Rooks County,Kansas,20163,0
Musselshell County,Monta0,30065,0
Scott County,Illinois,17171,0
Craig County,Virginia,51045,0
Custer County,Colorado,8027,0
Dillingham Census Area,Alaska,2070,0
Jim Hogg County,Texas,48247,0
Washington County,Colorado,8121,0
Carlisle County,Kentucky,21039,0
Calhoun County,Arkansas,5013,0
Scotland County,Missouri,29199,0
Put0m County,Missouri,29171,0
Ringgold County,Iowa,19159,0
Republic County,Kansas,20157,0
Mineral County,Monta0,30061,0
Crane County,Texas,48103,0
Hyde County,North Caroli0,37095,0
Fur0s County,Nebraska,31065,0
Hot Springs County,Wyoming,56017,0
Florence County,Wisconsin,55037,0
Oneida County,Idaho,16071,0
Mineral County,Nevada,32021,0
Schley County,Georgia,13249,0
Morrill County,Nebraska,31123,0
Cameron County,Pennsylvania,42023,0
Lincoln County,Nevada,32017,0
Dewey County,Oklahoma,40043,0
Mills County,Texas,48333,0
Phillips County,Colorado,8095,0
Hickman County,Kentucky,21105,0
Wahkiakum County,Washington,53069,0
Calhoun County,Illinois,17013,0
Adams County,Idaho,16003,0
Guadalupe County,New Mexico,35019,0
Marshall County,South Dakota,46091,0
Custer County,Idaho,16037,0
Kimble County,Texas,48267,0
Deuel County,South Dakota,46039,0
Menominee County,Wisconsin,55078,0
Holt County,Missouri,29087,0
Phillips County,Monta0,30071,0
Mora County,New Mexico,35033,0
Kittson County,Minnesota,27069,0
Bath County,Virginia,51017,0
Hidalgo County,New Mexico,35023,0
Grant County,Oklahoma,40053,0
LaMoure County,North Dakota,38045,0
Tensas Parish,Louisia0,22107,0
Storey County,Nevada,32029,0
Nuckolls County,Nebraska,31129,0
Barber County,Kansas,20007,0
Union County,New Mexico,35059,0
Schuyler County,Missouri,29197,0
Owsley County,Kentucky,21189,0
Stafford County,Kansas,20185,0
Valley County,Nebraska,31175,0
Dunn County,North Dakota,38025,0
Meade County,Kansas,20119,0
Edmunds County,South Dakota,46045,0
Pierce County,North Dakota,38069,0
Wells County,North Dakota,38103,0
Gregory County,South Dakota,46053,0
Columbia County,Washington,53013,0
Kearny County,Kansas,20093,0
Mason County,Texas,48319,0
Red Lake County,Minnesota,27125,0
Sharkey County,Mississippi,28125,0
Corson County,South Dakota,46031,0
Sioux County,North Dakota,38085,0
Clark County,South Dakota,46025,0
Sargent County,North Dakota,38081,0
Pope County,Illinois,17151,0
Lake of the Woods County,Minnesota,27077,0
Knox County,Missouri,29103,0
Ellis County,Oklahoma,40045,0
Haskell County,Kansas,20081,0
Lyman County,South Dakota,46085,0
Echols County,Georgia,13101,0
Chase County,Nebraska,31029,0
Sheridan County,Monta0,30091,0
Sweet Grass County,Monta0,30097,0
Cavalier County,North Dakota,38019,0
Adams County,Iowa,19003,0
Fisher County,Texas,48151,0
Norton City,Virginia,51720,0
Hardin County,Illinois,17069,0
Catron County,New Mexico,35003,0
Lewis County,Idaho,16061,0
Smith County,Kansas,20183,0
Hardeman County,Texas,48197,0
Costilla County,Colorado,8023,0
Mercer County,Missouri,29129,0
Baca County,Colorado,8009,0
Osborne County,Kansas,20141,0
Baylor County,Texas,48023,0
Hanson County,South Dakota,46061,0
Roger Mills County,Oklahoma,40129,0
Webster County,Nebraska,31181,0
Aleutians East Borough,Alaska,2013,0
Kimball County,Nebraska,31105,0
Bennett County,South Dakota,46007,0
Tyrrell County,North Caroli0,37177,0
Chautauqua County,Kansas,20019,0
Foster County,North Dakota,38031,0
Petersburg Borough,Alaska,2195,0
Hemphill County,Texas,48211,0
Granite County,Monta0,30039,0
0nce County,Nebraska,31125,0
Traverse County,Minnesota,27155,0
Sutton County,Texas,48435,0
Knox County,Texas,48275,0
Hudspeth County,Texas,48229,0
Reagan County,Texas,48383,0
Coke County,Texas,48081,0
Donley County,Texas,48129,0
Emmons County,North Dakota,38029,0
Upton County,Texas,48461,0
Harper County,Oklahoma,40059,0
Concho County,Texas,48095,0
Kinney County,Texas,48271,0
Woodson County,Kansas,20207,0
Shackelford County,Texas,48417,0
Harlan County,Nebraska,31083,0
Hand County,South Dakota,46059,0
Lipscomb County,Texas,48295,0
Nelson County,North Dakota,38063,0
Stanley County,South Dakota,46117,0
Bowman County,North Dakota,38011,0
Sherman County,Nebraska,31163,0
Perkins County,South Dakota,46105,0
Crockett County,Texas,48105,0
Fallon County,Monta0,30025,0
Rush County,Kansas,20165,0
Lincoln County,Kansas,20105,0
Jewell County,Kansas,20089,0
Sierra County,California,6091,0
Glascock County,Georgia,13125,0
Franklin County,Nebraska,31061,0
Baker County,Georgia,13007,0
Collingsworth County,Texas,48087,0
Perkins County,Nebraska,31135,0
Clay County,Georgia,13061,0
Edwards County,Kansas,20047,0
Hall County,Texas,48191,0
Jackson County,South Dakota,46071,0
Real County,Texas,48385,0
Douglas County,South Dakota,46043,0
Trego County,Kansas,20195,0
Decatur County,Kansas,20039,0
Gove County,Kansas,20063,0
Logan County,Kansas,20109,0
Brown County,Nebraska,31017,0
Morton County,Kansas,20129,0
Ness County,Kansas,20135,0
Hitchcock County,Nebraska,31087,0
Cheyenne County,Kansas,20023,0
Copper River Census Area,Alaska,2066,0
Butte County,Idaho,16023,0
Aurora County,South Dakota,46003,0
Potter County,South Dakota,46107,0
Chase County,Kansas,20017,0
Pawnee County,Nebraska,31133,0
Rawlins County,Kansas,20153,0
Rich County,Utah,49033,0
Wayne County,Utah,49055,0
Cochran County,Texas,48079,0
McIntosh County,North Dakota,38051,0
Hamilton County,Kansas,20075,0
Harmon County,Oklahoma,40057,0
Frontier County,Nebraska,31063,0
Hettinger County,North Dakota,38041,0
Schleicher County,Texas,48413,0
Niobrara County,Wyoming,56027,0
Ziebach County,South Dakota,46137,0
Elk County,Kansas,20049,0
Sheridan County,Kansas,20179,0
Kiowa County,Kansas,20097,0
Graham County,Kansas,20065,0
Sherman County,Texas,48421,0
Sedgwick County,Colorado,8115,0
Kidder County,North Dakota,38043,0
Sanborn County,South Dakota,46111,0
Webster County,Georgia,13307,0
Eddy County,North Dakota,38027,0
Dolores County,Colorado,8033,0
Hoo0h-Angoon Census Area,Alaska,2105,0
Grant County,North Dakota,38037,0
Miner County,South Dakota,46097,0
Garfield County,Washington,53023,0
Griggs County,North Dakota,38039,0
Renville County,North Dakota,38075,0
Cimarron County,Oklahoma,40025,0
McPherson County,South Dakota,46089,0
Highland County,Virginia,51091,0
Greeley County,Nebraska,31077,0
Robertson County,Kentucky,21201,0
Divide County,North Dakota,38023,0
Adams County,North Dakota,38001,0
Burke County,North Dakota,38013,0
Culberson County,Texas,48109,0
Quitman County,Georgia,13239,0
Oldham County,Texas,48359,0
Towner County,North Dakota,38095,0
Faulk County,South Dakota,46049,0
Wrangell City and Borough,Alaska,2275,0
Wichita County,Kansas,20203,0
De0li Borough,Alaska,2068,0
Kewee0w County,Michigan,26083,0
Haines Borough,Alaska,2100,0
Wheatland County,Monta0,30107,0
Stanton County,Kansas,20187,0
Judith Basin County,Monta0,30045,0
Liberty County,Monta0,30051,0
Jeff Davis County,Texas,48243,0
Mellette County,South Dakota,46095,0
Gilliam County,Oregon,41021,0
Worth County,Missouri,29227,0
Clark County,Kansas,20025,0
Me0rd County,Texas,48327,0
Meagher County,Monta0,30059,0
Armstrong County,Texas,48011,0
Sherman County,Oregon,41055,0
Gosper County,Nebraska,31073,0
Buffalo County,South Dakota,46017,0
Deuel County,Nebraska,31049,0
Logan County,North Dakota,38047,0
Jerauld County,South Dakota,46073,0
Garfield County,Nebraska,31071,0
Oliver County,North Dakota,38065,0
Comanche County,Kansas,20033,0
Dundy County,Nebraska,31057,0
Garden County,Nebraska,31069,0
Steele County,North Dakota,38091,0
Powder River County,Monta0,30075,0
Hodgeman County,Kansas,20083,0
Boyd County,Nebraska,31015,0
Piute County,Utah,49031,0
Haakon County,South Dakota,46055,0
McCone County,Monta0,30055,0
Golden Valley County,North Dakota,38033,0
Cheyenne County,Colorado,8017,0
De Baca County,New Mexico,35011,0
Cottle County,Texas,48101,0
Taliaferro County,Georgia,13265,0
Eureka County,Nevada,32011,0
Dickens County,Texas,48125,0
Irion County,Texas,48235,0
Daniels County,Monta0,30019,0
Campbell County,South Dakota,46021,0
Lane County,Kansas,20101,0
Alpine County,California,6003,0
Wallace County,Kansas,20199,0
Jackson County,Colorado,8057,0
Throckmorton County,Texas,48447,0
Wheeler County,Oregon,41069,0
Sterling County,Texas,48431,0
Edwards County,Texas,48137,0
Kiowa County,Colorado,8061,0
Sheridan County,North Dakota,38083,0
Carter County,Monta0,30011,0
Stonewall County,Texas,48433,0
Hyde County,South Dakota,46069,0
Sully County,South Dakota,46119,0
Rock County,Nebraska,31149,0
Skagway Municipality,Alaska,2230,0
Briscoe County,Texas,48045,0
Prairie County,Monta0,30079,0
Greeley County,Kansas,20071,0
Motley County,Texas,48345,0
Issaque0 County,Mississippi,28055,0
Harding County,South Dakota,46063,0
Sioux County,Nebraska,31165,0
Camas County,Idaho,16025,0
Wibaux County,Monta0,30109,0
Foard County,Texas,48155,0
Glasscock County,Texas,48173,0
Jones County,South Dakota,46075,0
Lake and Peninsula Borough,Alaska,2164,0
Keya Paha County,Nebraska,31103,0
Esmeralda County,Nevada,32009,0
Garfield County,Monta0,30033,0
Hayes County,Nebraska,31085,0
Hinsdale County,Colorado,8053,0
Terrell County,Texas,48443,0
Bristol Bay Borough,Alaska,2060,0
Golden Valley County,Monta0,30037,0
Billings County,North Dakota,38007,0
Logan County,Nebraska,31113,0
Slope County,North Dakota,38087,0
Mineral County,Colorado,8079,0
Wheeler County,Nebraska,31183,0
Roberts County,Texas,48393,0
Clark County,Idaho,16033,0
San Juan County,Colorado,8111,0
Borden County,Texas,48033,0
Treasure County,Monta0,30103,0
Harding County,New Mexico,35021,0
McMullen County,Texas,48311,0
Banner County,Nebraska,31007,0
Hooker County,Nebraska,31091,0
Grant County,Nebraska,31075,0
Daggett County,Utah,49009,0
Kent County,Texas,48263,0
Loup County,Nebraska,31115,0
Thomas County,Nebraska,31171,0
Yakutat City and Borough,Alaska,2282,0
Arthur County,Nebraska,31005,0
McPherson County,Nebraska,31117,0
Petroleum County,Monta0,30069,0
Blaine County,Nebraska,31009,0
King County,Texas,48269,0
Kenedy County,Texas,48261,0
Loving County,Texas,48301,0
Kalawao County,Hawaii,15005,0
